Sr.No.,Locality,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
6153,Gandhi Maidan,-100.8402222,57.15890965,32.93950455,5G,-97.37634265,-109.2841664,-102.9082293
6154,Danapur,-86.15674436,1.926012962,131.7247612,LTE,-90.71008538,-94.75140569,-85.8159747
6155,Bankipore,-86.99263803,2.425740256,157.1943852,LTE,-85.73020156,-93.33719471,-86.67059035
6156,Boring Canal Road,-108.4127763,55.14581683,18.91054464,5G,-103.6600088,-118.2752439,-106.2180099
6157,Pataliputra,-89.22266221,2.058316079,114.7311826,LTE,-86.09950785,-97.54234106,-91.3730038
6158,Patliputra Colony,-96.34183191,1.623231682,197.9961016,LTE,-94.08820639,-101.972956,-98.72601043
6159,Bankipore,-95.11497241,20.5589368,32.80023567,5G,-93.40733275,-103.9661653,-97.94104104
6160,Gandhi Maidan,-88.6678431,9.798830294,63.57201083,4G,-86.63789362,-98.39208707,-88.66909488
6161,Exhibition Road,-89.96426681,1.352543571,117.07932,LTE,-88.4180253,-96.66574238,-92.0722885
6162,Patliputra Colony,-84.91071807,49.11022421,37.31507454,5G,-87.28946932,-91.52242673,-86.89241052
6163,Anandpuri,-100.8948548,35.51442515,19.93107153,5G,-105.4089416,-107.7648975,-99.19105471
6164,Gardanibagh,-94.14235261,23.65614834,35.02361571,5G,-98.15866839,-101.3591004,-96.55068426
6165,Fraser Road,-90.24781009,2.303054774,188.8003956,LTE,-91.91794914,-98.72582062,-90.0713077
6166,Kumhrar,-97.82736026,26.80613423,44.20853133,5G,-96.79478384,-104.3159502,-98.25620182
6167,Anisabad,-90.84750376,1.559118931,120.5124045,LTE,-90.87513864,-100.7241698,-92.24932923
6168,Bankipore,-98.56539861,94.76018611,46.24601973,5G,-97.22946212,-103.9691933,-98.72643685
6169,Kumhrar,-93.36642719,41.90721633,37.95832718,5G,-91.29420017,-100.4080053,-95.59551775
6170,Gandhi Maidan,-96.74224013,21.8713994,42.16646103,5G,-101.3115672,-103.9158088,-94.00400078
6171,Danapur,-95.85747413,1.300278129,117.3841726,LTE,-93.24400239,-103.5469075,-93.64652202
6172,Kankarbagh,-98.3234558,8.777658763,90.19471786,4G,-100.7631284,-104.1465052,-95.63424236
6173,Exhibition Road,-95.13537861,3.656615261,85.04419192,4G,-99.39758281,-102.3906894,-95.69523049
6174,Anisabad,-94.5358184,2.290937115,128.4469565,LTE,-98.16922651,-100.2697027,-91.57367978
6175,Pataliputra,-93.21856261,2.165634275,159.4011618,LTE,-89.42220689,-102.8038758,-94.65338008
6176,Kankarbagh,-88.5151972,16.03552799,12.87991899,5G,-85.11469764,-96.1161664,-89.12946474
6177,Anisabad,-90.85912215,4.063554881,72.11627376,4G,-92.5654298,-100.8540894,-92.49720571
6178,Boring Canal Road,-90.93157391,2.651115708,161.8468314,LTE,-92.27460992,-100.4732601,-93.73796872
6179,Ashok Rajpath,-84.89672619,21.40362885,13.22077436,5G,-84.91043294,-91.4322943,-86.82732602
6180,Phulwari Sharif,-83.71641188,1.517851175,188.2693559,LTE,-85.66108919,-93.52628028,-86.53716914
6181,Boring Canal Road,-105.8464256,84.16900699,24.22372249,5G,-104.1341639,-113.8731713,-108.8435198
6182,Exhibition Road,-95.12340836,2.006722661,154.8483864,LTE,-91.92686715,-104.2831127,-93.33726977
6183,Anisabad,-90.82135085,76.95344567,17.65243793,5G,-94.07234373,-96.18387563,-93.23821074
6184,Rajendra Nagar,-86.34658711,1.310962477,153.8803853,LTE,-82.78778544,-95.63713069,-86.51401953
6185,Anandpuri,-92.02296831,17.22129576,31.92166738,5G,-96.29059242,-101.1517483,-94.66761041
6186,Anandpuri,-86.24509598,2.890215825,186.305796,LTE,-82.55943119,-95.07027008,-84.53073023
6187,Anandpuri,-87.52600744,2.210470774,133.8393285,LTE,-85.86265899,-96.60112514,-89.71661937
6188,Kankarbagh,-91.11466988,50.74430774,30.09782539,5G,-86.94226131,-100.812391,-91.05212845
6189,Ashok Rajpath,-95.2209828,38.8987506,25.37424776,5G,-93.69693696,-102.3541504,-92.45924572
6190,Rajendra Nagar,-89.40379992,1.084389151,102.6272432,LTE,-93.45597908,-95.35971315,-90.63682637
6191,Rajendra Nagar,-96.73835795,7.18722902,53.75642355,4G,-98.33537216,-104.9119553,-98.79698205
6192,Danapur,-97.23602365,9.356652562,90.28534521,4G,-98.51004478,-104.2321411,-97.69365987
6193,Bankipore,-98.50583749,3.425620715,56.31186003,4G,-100.2916653,-104.4103431,-96.10051157
6194,S.K. Puri,-93.91795443,68.30740835,27.66450932,5G,-98.91335884,-100.2116497,-92.35912841
6195,Rajendra Nagar,-88.55341787,2.331860168,114.4088251,LTE,-87.41404616,-96.79292673,-91.35665989
6196,Kankarbagh,-97.04819554,79.62574593,28.35526213,5G,-93.84658914,-103.8236242,-97.39981136
6197,Kidwaipuri,-88.28781452,8.863203896,61.64059177,4G,-88.40824554,-97.94505636,-85.5712004
6198,Kankarbagh,-94.56448778,76.87212758,24.03584697,5G,-93.56950851,-103.5434221,-92.90027487
6199,Boring Road,-93.16001024,9.525045821,69.83657937,4G,-95.67962917,-102.0259666,-92.33413306
6200,Gandhi Maidan,-90.38406252,89.8867982,38.82809471,5G,-92.27215478,-96.54274374,-90.21087637
6201,Fraser Road,-92.9092632,1.290935421,178.0369295,LTE,-97.58267647,-102.2486985,-93.09910806
6202,Danapur,-95.47234512,5.785748241,92.10289997,4G,-92.39543107,-104.5745805,-94.13166957
6203,Boring Canal Road,-85.05814693,2.662277789,152.4953723,LTE,-88.37046115,-92.64937048,-84.13077895
6204,Pataliputra,-92.26670046,32.3600188,30.6607131,5G,-92.54123613,-98.24447081,-90.58260082
6205,Boring Road,-90.40649048,47.11092008,41.96880448,5G,-86.67199206,-100.2149684,-88.43922523
6206,Kidwaipuri,-95.91973244,56.78651564,36.2494936,5G,-92.04404396,-105.6829388,-96.99561745
6207,Bankipore,-91.80325358,2.60283567,125.4625691,LTE,-90.75908291,-100.8144023,-92.5047297
6208,Exhibition Road,-93.65553513,99.98583099,12.70479348,5G,-95.28619165,-100.4823763,-91.50904434
6209,Boring Road,-90.76063986,1.683497304,197.2165098,LTE,-85.85866605,-98.42132449,-92.0973311
6210,Kumhrar,-92.22515478,2.456382828,135.4445515,LTE,-91.013859,-98.76337949,-93.3438938
6211,Exhibition Road,-86.24715259,7.94919956,85.38035193,4G,-86.41905769,-94.91954697,-84.89514388
6212,Bailey Road,-98.14553171,4.253958939,83.39704812,4G,-97.15854724,-105.2480387,-100.9336298
6213,Danapur,-92.6093412,1.249295623,182.3394488,LTE,-93.12577962,-98.69922427,-91.64764055
6214,Danapur,-94.67430083,5.563849079,74.86566739,4G,-94.19352561,-100.4807866,-96.75787888
6215,Danapur,-97.62766391,91.35039626,10.14583145,5G,-93.67392204,-104.0841471,-96.8323061
6216,Boring Road,-88.17456241,19.46823445,21.21731554,5G,-83.42584111,-96.97428503,-90.1401142
6217,Fraser Road,-88.64400015,1.771025319,104.0409612,LTE,-90.50762644,-97.85650748,-89.91772698
6218,Rajendra Nagar,-89.70727775,3.731751225,58.89201233,4G,-85.61812335,-95.85885498,-88.02505184
6219,Patliputra Colony,-86.56506449,2.753739516,110.2608755,LTE,-86.3245787,-92.86919122,-88.46544275
6220,S.K. Puri,-86.1851308,2.041890369,152.2471822,LTE,-84.92913294,-91.3428088,-87.9229826
6221,Gandhi Maidan,-100.7453244,83.90949508,36.65651971,5G,-100.9022829,-107.4145081,-99.85173474
6222,Rajendra Nagar,-85.33037039,1.183940853,171.3290526,LTE,-80.62784436,-94.91820935,-82.35534256
6223,Kumhrar,-84.00177306,1.093060296,177.0991151,LTE,-86.80209866,-90.52315603,-83.45062299
6224,Pataliputra,-86.37355843,8.042929987,85.33666459,4G,-89.1262878,-91.83159035,-88.92253112
6225,Bankipore,-101.8175167,23.32939635,19.2833499,5G,-101.4814473,-111.0502585,-102.6865564
6226,Patliputra Colony,-97.80497871,22.4379909,11.41609826,5G,-99.58134154,-103.6339078,-100.1170127
6227,Danapur,-86.27690461,4.956446844,73.65074521,4G,-81.67051149,-92.34226088,-87.02521141
6228,Ashok Rajpath,-95.15481049,3.058913859,55.80815919,4G,-94.66476641,-103.3323693,-95.23531975
6229,Patliputra Colony,-90.03200647,54.9499094,12.37035702,5G,-86.32968887,-99.90738524,-90.65163989
6230,Bailey Road,-89.69698927,1.566368558,114.5636286,LTE,-91.48448377,-97.4219605,-90.49085807
6231,Fraser Road,-86.79529812,15.50705069,10.1341897,5G,-82.12191539,-95.65671737,-86.30284604
6232,Patliputra Colony,-87.5381674,31.13466839,42.39041341,5G,-90.17391832,-97.3492887,-88.63131791
6233,Kidwaipuri,-93.47120172,1.817988853,128.121244,LTE,-96.12160667,-98.60737036,-94.61464451
6234,Pataliputra,-89.8436067,1.534164596,143.2432785,LTE,-92.90201424,-98.80207255,-91.57355233
6235,Gardanibagh,-102.9820254,40.2484394,32.82887165,5G,-107.9755098,-110.3323555,-104.8279992
6236,Rajendra Nagar,-84.01675173,2.181366901,142.4948296,LTE,-82.97746148,-91.30745754,-84.20822731
6237,Kumhrar,-90.96491144,8.013661273,76.19552005,4G,-90.05981617,-98.57083267,-91.70815596
6238,S.K. Puri,-87.99418768,6.134081672,56.09629829,4G,-88.77423141,-96.43624962,-85.48962706
6239,Gardanibagh,-85.00354021,1.641095952,148.6554718,LTE,-83.4869832,-94.07034653,-85.22299412
6240,Gardanibagh,-91.04757177,5.323191798,97.24408682,4G,-94.17452799,-98.50397073,-90.15828183
6241,Gandhi Maidan,-94.10205336,61.04103794,11.24256811,5G,-95.51490845,-103.9178306,-94.61138746
6242,Anandpuri,-99.88430333,79.97310204,43.1874826,5G,-95.56453844,-107.0916518,-101.7319475
6243,Kankarbagh,-91.75579746,2.564277208,112.2253829,LTE,-90.74757978,-97.24725528,-91.17920521
6244,Rajendra Nagar,-93.62153293,1.42809724,146.6095579,LTE,-93.18050346,-101.0209103,-93.67529661
6245,Ashok Rajpath,-93.58549948,2.515499595,175.0902202,LTE,-93.24492012,-99.82526043,-90.92470962
6246,Boring Road,-86.893605,7.110451315,79.60651403,4G,-91.33679479,-92.1570686,-83.94288792
6247,Kankarbagh,-88.72572299,6.44057081,50.48210892,4G,-91.82191004,-95.20468186,-88.63707606
6248,Exhibition Road,-89.48376515,2.355124614,134.2274472,LTE,-88.19987907,-94.94382763,-89.35880958
6249,Boring Canal Road,-99.50058203,81.70643197,30.89479319,5G,-104.1482194,-107.7361741,-96.96907572
6250,Gandhi Maidan,-92.72690087,6.397187436,70.57158716,4G,-93.49772613,-100.8913416,-90.02906619
6251,Boring Road,-93.8531496,8.363317145,83.53275806,4G,-93.23756271,-102.8011098,-92.77037793
6252,Phulwari Sharif,-88.52230606,1.010552131,166.1761982,LTE,-85.35967362,-94.1386524,-88.53720056
6253,Phulwari Sharif,-89.30319213,21.81503875,36.44383819,5G,-87.24049788,-96.94432327,-88.79457291
6254,Bailey Road,-103.9594191,25.75541205,26.56402109,5G,-105.4089203,-109.0778907,-102.723268
6255,Gardanibagh,-83.01170815,1.233399174,146.1298383,LTE,-78.5864627,-88.49488225,-83.66759822
6256,Phulwari Sharif,-90.21131324,7.834766053,86.11929184,4G,-92.56769758,-97.00502971,-92.89980776
6257,Phulwari Sharif,-90.81607966,7.955765252,85.86588543,4G,-88.272498,-98.26774658,-91.99630917
6258,Exhibition Road,-86.46945967,4.719457667,53.23352471,4G,-83.03412759,-93.38458613,-86.11411063
6259,Rajendra Nagar,-83.5066086,2.831425876,133.8480882,LTE,-78.61804824,-90.48659248,-82.38538186
6260,Bankipore,-86.09491232,2.207830559,194.5699756,LTE,-83.8820984,-93.38387028,-88.84606484
6261,Bankipore,-93.33597113,1.694405372,166.4634409,LTE,-90.66204517,-101.9486443,-95.54135447
6262,Gandhi Maidan,-87.95256284,9.502579044,62.48589339,4G,-85.86771939,-95.19565621,-87.89728647
6263,Bailey Road,-91.52806697,1.281262977,188.2233692,LTE,-95.07178932,-98.42208208,-90.53522294
6264,Rajendra Nagar,-80.40334675,1.42614336,130.1182697,LTE,-84.15430264,-89.58918098,-83.12053312
6265,Kidwaipuri,-94.39710183,28.94653387,44.98336785,5G,-94.17919128,-103.9622916,-95.56446531
6266,Rajendra Nagar,-87.56297002,1.654352351,127.8165048,LTE,-87.96602873,-94.27422103,-85.09208477
6267,Phulwari Sharif,-92.08111441,2.845208665,152.6688653,LTE,-92.28636574,-99.51395105,-94.74679329
6268,Pataliputra,-87.54457714,1.768792967,170.7721841,LTE,-86.70123111,-93.49950016,-88.36378628
6269,Phulwari Sharif,-98.31839541,35.59404964,17.74191146,5G,-100.6806503,-106.9771197,-97.92608427
6270,Pataliputra,-95.48565529,65.9484228,20.78615234,5G,-93.53314392,-102.6598929,-98.39436414
6271,Fraser Road,-97.08436328,3.191247817,69.97019826,4G,-98.74444988,-103.0332939,-97.43548094
6272,Boring Canal Road,-86.67852893,2.302135136,134.9140122,LTE,-91.42885304,-93.2859482,-87.61187074
6273,Fraser Road,-101.4627529,47.17611547,18.8368954,5G,-102.146392,-108.0479001,-99.16772545
6274,Kumhrar,-92.84838559,2.783981174,120.4681901,LTE,-90.28398063,-99.8075804,-91.70373072
6275,Boring Road,-84.47700012,1.159800359,114.3230171,LTE,-83.85008897,-92.14665211,-84.39576168
6276,Bankipore,-94.00699986,59.93746327,40.60751948,5G,-98.30000413,-100.6446907,-93.65168479
6277,Phulwari Sharif,-97.79191079,8.486267035,58.37112897,4G,-99.57463269,-106.7917677,-98.93823855
6278,Pataliputra,-98.3088498,45.04227448,27.78474354,5G,-94.95013271,-104.4374952,-95.66752517
6279,Anisabad,-85.94451425,21.78526041,22.97417078,5G,-88.44613179,-93.51950639,-84.54972954
6280,Exhibition Road,-90.79736622,6.959309531,51.2447489,4G,-90.5588696,-100.5406452,-93.70901166
6281,Boring Canal Road,-92.33057049,11.41872894,44.84984765,5G,-93.61703695,-101.8008796,-90.76658866
6282,S.K. Puri,-88.44640434,2.721859745,181.7842601,LTE,-92.04764925,-94.63460514,-86.12018272
6283,Fraser Road,-95.74537145,3.544842349,98.19781975,4G,-95.87443466,-105.7071033,-94.47788982
6284,Exhibition Road,-87.69731344,7.879898907,54.07029966,4G,-88.83912408,-96.48260699,-89.23408528
6285,Pataliputra,-98.31526679,95.35195113,20.93969946,5G,-100.3159597,-105.9025464,-96.912587
6286,Phulwari Sharif,-100.1131113,60.8566151,37.43447575,5G,-102.7243641,-105.3281064,-100.4866342
6287,Gandhi Maidan,-97.17727033,61.24470772,16.80408676,5G,-95.53865947,-103.2833778,-99.77987812
6288,Anisabad,-90.54526905,5.446375592,89.80705933,4G,-88.7276492,-97.24440066,-92.28344505
6289,Ashok Rajpath,-93.6238085,8.326442704,96.85345415,4G,-92.96325442,-99.0054016,-92.20274715
6290,Anisabad,-93.8114354,1.851276637,105.8024404,LTE,-90.02426772,-102.4161105,-94.83589819
6291,Pataliputra,-93.22455746,9.775811114,54.81214654,4G,-88.28074758,-100.1109775,-93.73416629
6292,Patliputra Colony,-96.25445106,2.05233861,195.0941616,LTE,-97.80849867,-101.3009826,-95.35702572
6293,Bankipore,-88.57493339,1.389368249,148.0692347,LTE,-86.39205228,-96.2794467,-85.72846865
6294,Kidwaipuri,-89.06519581,2.938974342,107.2343926,LTE,-90.05449297,-96.60887178,-87.87163491
6295,Kumhrar,-89.21590522,76.12001037,35.39430922,5G,-89.53469911,-96.6025771,-91.95912624
6296,Kankarbagh,-89.27879741,2.011558284,184.8370649,LTE,-85.12815239,-96.96571202,-90.85517241
6297,Ashok Rajpath,-93.78905327,8.546734183,62.82329044,4G,-97.13078279,-101.7978549,-93.13786413
6298,S.K. Puri,-86.84275852,49.38862509,31.17503318,5G,-89.28675141,-96.84273463,-88.96542369
6299,Kumhrar,-88.09789823,9.052472531,64.46143821,4G,-89.67530271,-95.90015997,-87.47671516
6300,Rajendra Nagar,-85.20941396,3.960441697,99.53799924,4G,-80.35752639,-92.39104348,-84.68099056
6301,Gandhi Maidan,-102.1583423,99.45176969,20.30101493,5G,-98.78265507,-109.5212738,-105.1403552
6302,Boring Canal Road,-94.67822543,4.64291427,87.5294336,4G,-93.01506247,-102.4097836,-93.07794022
6303,Boring Road,-91.11540674,1.985082654,180.3341005,LTE,-96.04946202,-100.1547004,-89.55488145
6304,Gandhi Maidan,-92.84557869,72.84077683,12.27699693,5G,-97.06622692,-100.8938767,-90.4453424
6305,Exhibition Road,-96.65164017,35.80629686,42.14338973,5G,-96.07287068,-103.993237,-97.05745474
6306,Bankipore,-93.95724171,5.440276276,66.84668514,4G,-89.58308036,-102.0970479,-93.9165108
6307,Kumhrar,-94.38275697,2.585909306,124.9181431,LTE,-90.28015835,-103.7148534,-96.95046805
6308,Boring Canal Road,-93.89215559,1.532308712,181.8970363,LTE,-89.21227296,-103.6834361,-93.11355595
6309,Ashok Rajpath,-93.63019672,32.03461284,19.91333189,5G,-95.35313623,-99.28347419,-93.20556811
6310,Pataliputra,-91.33232471,5.403688784,90.48058951,4G,-96.16346309,-99.11490076,-92.59155663
6311,Anisabad,-99.50673703,4.222823787,61.43225186,4G,-95.90300526,-109.204546,-101.4273633
6312,Gardanibagh,-91.02388067,2.464258679,108.6002254,LTE,-95.22352674,-96.54111888,-88.93251845
6313,Kankarbagh,-99.0631144,63.2044766,10.48544191,5G,-99.98083907,-106.2498556,-97.53202732
6314,Gandhi Maidan,-92.46798427,7.902795608,51.94846123,4G,-90.81488109,-102.3472915,-92.43286752
6315,Ashok Rajpath,-95.58205447,1.226420263,159.1744378,LTE,-92.82097582,-104.0450159,-93.30078179
6316,Phulwari Sharif,-96.43612126,50.58848106,24.85164755,5G,-99.4987956,-104.2387592,-93.63599082
6317,Bankipore,-86.57779899,2.566325492,123.7754012,LTE,-88.57131122,-91.68456601,-87.73953764
6318,Bankipore,-101.1758374,79.3353132,35.83686341,5G,-96.24520013,-110.3893637,-103.6283112
6319,Phulwari Sharif,-95.26636234,33.82460673,11.16146921,5G,-95.09617914,-100.7611654,-95.10785879
6320,Anandpuri,-79.70315516,6.719606251,52.63600237,4G,-82.56334167,-88.22971536,-79.48887444
6321,Anandpuri,-94.69506602,2.780135744,130.2421778,LTE,-98.25234213,-100.0355453,-94.60588589
6322,Pataliputra,-87.16503265,2.10952501,163.2503497,LTE,-82.39976117,-92.78248222,-84.2614086
6323,Bailey Road,-85.34894043,1.18802525,171.2136301,LTE,-87.90454074,-95.32029468,-84.77693646
6324,Anandpuri,-83.7435936,2.727383326,135.9100698,LTE,-84.65581662,-88.84329922,-85.88868533
6325,Ashok Rajpath,-95.01201252,1.845643846,109.1576778,LTE,-94.81014714,-104.6441503,-97.61004048
6326,Kidwaipuri,-90.50775914,2.350831994,121.2569695,LTE,-93.86000977,-96.76857364,-88.14068874
6327,Gardanibagh,-95.52426375,4.442645679,68.20281732,4G,-94.49297455,-105.2538638,-95.7366188
6328,Phulwari Sharif,-88.11873756,1.982708612,138.315799,LTE,-88.79565922,-94.62080655,-89.62650567
6329,S.K. Puri,-96.75811302,34.45604622,23.83593023,5G,-92.2122754,-105.6704823,-96.86296769
6330,S.K. Puri,-87.58094671,1.64300314,107.2597759,LTE,-83.8011639,-93.29478593,-87.10801683
6331,Boring Road,-84.68111875,4.338820024,77.70123551,4G,-87.74449127,-90.22030744,-84.77565531
6332,Bankipore,-82.98362719,2.428502154,111.7804209,LTE,-87.10374352,-92.97829069,-85.34211363
6333,Exhibition Road,-92.3060516,4.046235812,69.04889656,4G,-88.52843137,-98.70983907,-93.0737062
6334,Patliputra Colony,-90.41036273,4.969763474,67.89803128,4G,-95.04722946,-96.20407193,-88.35527091
6335,Anisabad,-96.30863722,71.60770755,23.8500333,5G,-96.657334,-101.8157038,-95.05378246
6336,Phulwari Sharif,-87.72625181,28.54751426,46.65581799,5G,-84.4725605,-97.12713953,-85.67331843
6337,Bankipore,-93.62480762,1.85963127,108.9157839,LTE,-96.40790201,-101.6318382,-94.86643322
6338,Kidwaipuri,-90.12196784,2.222660049,105.6205996,LTE,-86.76290641,-96.02266823,-87.60299939
6339,Gandhi Maidan,-97.40183625,9.636434789,90.82857877,4G,-92.73278219,-106.7527223,-97.91652411
6340,Anandpuri,-90.63593223,3.580959942,75.30673009,4G,-90.79860842,-98.63699844,-87.7920832
6341,Boring Canal Road,-88.90770951,2.210833597,102.7675916,LTE,-92.58924647,-96.46685692,-87.93970701
6342,Anisabad,-97.85795724,28.83887222,22.62851467,5G,-98.58744924,-106.9795024,-100.609698
6343,S.K. Puri,-89.01709363,1.168203676,180.7976735,LTE,-90.08802641,-98.98167232,-86.417851
6344,Kankarbagh,-94.99856388,4.833148477,68.42552405,4G,-91.08578488,-100.0521489,-94.84498885
6345,Kankarbagh,-87.55163989,3.01311131,68.21593281,4G,-86.29395376,-92.58032843,-87.89810595
6346,Gandhi Maidan,-87.38277553,28.51232714,35.41925741,5G,-88.87217723,-92.45085936,-85.15801239
6347,S.K. Puri,-89.99421574,8.197954508,68.68650584,4G,-94.41683275,-99.7201235,-90.42650808
6348,Bailey Road,-99.22804316,2.859475592,144.0714937,LTE,-98.61606367,-105.4059031,-98.18832563
6349,Patliputra Colony,-96.79537588,11.260467,31.33505518,5G,-94.12845791,-105.162949,-98.82069659
6350,Bankipore,-96.52227139,1.808375651,158.4807188,LTE,-99.98944242,-105.7627904,-96.15489589
6351,Boring Canal Road,-83.8898642,9.325740844,89.62675422,4G,-86.07568324,-90.18393062,-82.95693667
6352,Boring Canal Road,-83.54879949,1.158883226,167.5503988,LTE,-81.815057,-90.77870254,-84.18860596
6353,Gardanibagh,-88.5063057,6.946616372,92.77468864,4G,-92.11745778,-97.96862611,-91.04903822
6354,Kidwaipuri,-88.68949305,25.37256132,11.49381333,5G,-91.28946153,-93.77749492,-88.86643065
6355,Bankipore,-86.01006865,2.108007327,182.7913571,LTE,-83.69575831,-95.72036867,-84.76776248
6356,Boring Road,-96.47159789,55.06226267,11.55267124,5G,-94.66425992,-101.6796402,-96.86388855
6357,Danapur,-91.02700135,2.147410117,165.2222103,LTE,-94.79283888,-97.28634308,-90.50832604
6358,Danapur,-85.63197643,4.916050067,99.02151638,4G,-87.85284941,-90.89950152,-86.14481672
6359,Anandpuri,-83.27515366,6.980285363,81.10907198,4G,-83.94676854,-90.19841723,-84.38126741
